"","country","points","price"
"64961","France",85,17
"64962","Argentina",85,36
"64963","US",85,37
"64964","US",85,14
"64965","Italy",85,NA
"64966","US",85,18
"64967","Georgia",85,13
"64968","Argentina",85,9
"64969","US",85,25
"64970","Italy",85,8
"64971","Italy",85,15
"64972","Italy",85,13
"64973","France",85,12
"64974","US",85,18
"64975","US",85,36
"64976","Argentina",85,11
"64977","France",85,14
"64978","Italy",85,12
"64979","US",85,55
"64980","Italy",85,19
"64981","New Zealand",91,80
"64982","New Zealand",91,39
"64983","New Zealand",91,26
"64984","New Zealand",91,20
"64985","New Zealand",91,32
"64986","New Zealand",91,23
"64987","Italy",91,50
"64988","US",91,20
"64989","New Zealand",91,21
"64990","US",91,20
"64991","US",91,18
"64992","New Zealand",90,26
"64993","US",90,18
"64994","New Zealand",90,18
"64995","New Zealand",90,23
"64996","New Zealand",90,33
"64997","US",90,20
"64998","New Zealand",90,44
"64999","New Zealand",90,36
"65000","New Zealand",90,58
"65001","Spain",90,24
"65002","New Zealand",90,18
"65003","New Zealand",90,16
"65004","New Zealand",90,30
"65005","New Zealand",90,18
"65006","New Zealand",90,23
"65007","US",90,18
"65008","US",90,15
"65009","New Zealand",90,34
"65010","New Zealand",90,NA
"65011","US",83,24
"65012","US",83,10
"65013","Argentina",83,9
"65014","US",83,17
"65015","Argentina",83,13
"65016","Argentina",83,10
"65017","US",83,25
"65018","Argentina",83,9
"65019","Portugal",83,10
"65020","US",83,14
"65021","Spain",82,15
"65022","US",82,80
"65023","Portugal",82,NA
"65024","Spain",82,7
"65025","France",82,NA
"65026","Portugal",82,NA
"65027","Spain",82,26
"65028","Argentina",82,8
"65029","US",82,32
"65030","US",82,18
"65031","US",82,18
"65032","US",82,11
"65033","US",82,50
"65034","Argentina",82,6
"65035","Spain",82,20
"65036","Spain",82,30
"65037","US",82,32
"65038","Spain",82,18
"65039","Argentina",82,11
"65040","US",82,17
"65041","US",90,15
"65042","Italy",90,70
"65043","France",90,22
"65044","US",90,28
"65045","US",90,45
"65046","US",90,34
"65047","US",90,35
"65048","US",90,35
"65049","Portugal",90,15
"65050","US",90,50
"65051","Italy",90,77
"65052","US",90,42
"65053","US",90,20
"65054","Portugal",90,19
"65055","Portugal",90,30
"65056","US",90,45
"65057","US",90,18
"65058","Australia",90,74
"65059","US",90,22
"65060","US",90,34
"65061","US",90,30
"65062","US",90,28
"65063","US",90,14
"65064","US",90,16
"65065","US",90,32
"65066","Italy",90,55
"65067","France",90,23
"65068","Australia",90,65
"65069","US",90,42
"65070","Germany",90,46
"65071","Argentina",92,22
"65072","Italy",92,70
"65073","Germany",92,55
"65074","Austria",92,52
"65075","Germany",92,24
"65076","Italy",91,59
"65077","US",91,56
"65078","US",91,40
"65079","Italy",91,23
"65080","Italy",91,NA
"65081","Austria",91,63
"65082","Germany",91,55
"65083","Austria",91,50
"65084","France",91,45
"65085","Italy",91,56
"65086","US",91,48
"65087","Argentina",91,25
"65088","US",91,45
"65089","France",91,NA
"65090","Austria",91,54
"65091","France",91,37
"65092","US",91,20
"65093","Austria",91,NA
"65094","Austria",91,38
"65095","Italy",91,NA
"65096","Italy",91,60
"65097","US",91,40
"65098","Austria",91,30
"65099","US",91,39
"65100","Italy",91,25
"65101","Italy",85,11
"65102","Italy",85,12
"65103","Italy",85,15
"65104","Germany",85,21
"65105","US",85,40
"65106","US",85,9
"65107","Australia",85,16
"65108","Italy",85,12
"65109","Argentina",85,13
"65110","Italy",85,NA
"65111","US",85,15
"65112","Italy",85,NA
"65113","Italy",85,11
"65114","France",85,22
"65115","US",85,10
"65116","Italy",85,16
"65117","France",85,11
"65118","Italy",85,12
"65119","Spain",85,20
"65120","France",85,13
"65121","Italy",85,7
"65122","Argentina",85,11
"65123","Portugal",85,16
"65124","Portugal",85,12
"65125","Italy",85,12
"65126","Spain",85,11
"65127","Argentina",85,10
"65128","Australia",85,12
"65129","Italy",85,13
"65130","France",84,12
"65131","New Zealand",90,23
"65132","New Zealand",90,30
"65133","US",90,32
"65134","New Zealand",90,30
"65135","New Zealand",90,25
"65136","New Zealand",90,45
"65137","New Zealand",90,NA
"65138","US",90,18
"65139","New Zealand",90,27
"65140","New Zealand",90,30
"65141","New Zealand",90,NA
"65142","Italy",90,50
"65143","US",90,18
"65144","New Zealand",90,30
"65145","US",90,20
"65146","US",90,18
"65147","New Zealand",90,23
"65148","US",90,30
"65149","New Zealand",90,22
"65150","New Zealand",90,24
"65151","New Zealand",90,NA
"65152","New Zealand",90,45
"65153","New Zealand",89,28
"65154","New Zealand",89,NA
"65155","New Zealand",89,17
"65156","New Zealand",89,22
"65157","New Zealand",89,25
"65158","New Zealand",89,19
"65159","New Zealand",89,NA
"65160","Spain",89,17
"65161","US",82,48
"65162","Australia",82,9
"65163","Spain",82,9
"65164","Spain",82,9
"65165","Spain",82,20
"65166","US",82,23
"65167","US",82,20
"65168","Argentina",82,7
"65169","Argentina",82,6
"65170","US",82,36
"65171","US",82,10
"65172","US",82,35
"65173","Spain",82,10
"65174","Argentina",82,18
"65175","Argentina",82,16
"65176","US",82,25
"65177","US",82,58
"65178","Argentina",82,10
"65179","Spain",82,16
"65180","US",82,30
"65181","Argentina",82,13
"65182","Australia",82,12
"65183","Spain",81,10
"65184","Spain",81,8
"65185","Argentina",81,12
"65186","US",81,16
"65187","Spain",81,13
"65188","US",81,16
"65189","Spain",81,12
"65190","Spain",81,12
"65191","Italy",90,37
"65192","Portugal",90,26
"65193","Italy",90,49
"65194","Italy",90,35
"65195","US",90,32
"65196","US",90,13
"65197","Italy",90,60
"65198","US",90,22
"65199","Australia",90,30
"65200","US",90,42
"65201","US",90,28
"65202","Italy",90,31
"65203","Australia",90,32
"65204","US",90,30
"65205","US",90,26
"65206","US",90,18
"65207","France",90,35
"65208","Australia",90,32
"65209","US",90,24
"65210","US",90,50
"65211","Portugal",90,34
"65212","Portugal",90,11
"65213","France",90,19
"65214","Australia",90,65
"65215","France",90,59
"65216","France",90,29
"65217","US",90,26
"65218","Portugal",90,29
"65219","Portugal",90,20
"65220","Germany",90,40
"65221","Argentina",91,42
"65222","US",91,32
"65223","Italy",91,75
"65224","France",91,115
"65225","Italy",91,45
"65226","France",91,NA
"65227","Austria",91,48
"65228","Austria",91,60
"65229","US",91,75
"65230","US",91,20
"65231","Italy",91,45
"65232","France",91,38
"65233","France",91,38
"65234","Austria",91,35
"65235","Italy",91,48
"65236","Germany",91,24
"65237","US",91,46
"65238","US",91,45
"65239","US",91,35
"65240","France",90,55
"65241","Italy",90,100
"65242","US",90,14
"65243","France",90,NA
"65244","Austria",90,26
"65245","Argentina",90,20
"65246","US",90,42
"65247","Italy",90,65
"65248","Italy",90,60
"65249","US",90,50
"65250","Italy",90,50
"65251","US",84,9
"65252","Romania",84,20
"65253","Portugal",84,7
"65254","Argentina",84,13
"65255","US",84,35
"65256","Argentina",84,12
"65257","US",84,32
"65258","Australia",84,11
"65259","Australia",84,18
"65260","Argentina",84,8
"65261","Australia",84,12
"65262","Romania",84,7
"65263","France",84,13
"65264","Argentina",84,7
"65265","Australia",84,12
"65266","US",84,5
"65267","US",84,24
"65268","Australia",84,11
"65269","US",84,22
"65270","US",84,9
"65271","Hungary",84,9
"65272","US",84,15
"65273","Italy",84,8
"65274","US",84,18
"65275","US",84,26
"65276","Macedonia",84,12
"65277","US",84,28
"65278","France",84,11
"65279","Australia",84,8
"65280","Argentina",84,8
"65281","US",89,10
"65282","New Zealand",89,45
"65283","US",89,18
"65284","New Zealand",89,22
"65285","New Zealand",89,20
"65286","New Zealand",89,20
"65287","New Zealand",89,19
"65288","New Zealand",89,22
"65289","US",89,16
"65290","US",89,17
"65291","US",89,16
"65292","New Zealand",89,30
"65293","New Zealand",89,30
"65294","New Zealand",89,20
"65295","US",89,12
"65296","New Zealand",89,18
"65297","New Zealand",89,60
"65298","New Zealand",89,20
"65299","US",89,13
"65300","US",89,18
"65301","Spain",89,72
"65302","Italy",89,30
"65303","New Zealand",89,20
"65304","New Zealand",88,18
"65305","US",88,16
"65306","New Zealand",88,16
"65307","New Zealand",88,20
"65308","New Zealand",88,20
"65309","US",88,18
"65310","US",88,16
"65311","Argentina",81,11
"65312","Spain",81,8
"65313","Spain",81,9
"65314","Argentina",81,19
"65315","Argentina",81,12
"65316","Spain",80,20
"65317","Spain",80,9
"65318","Argentina",80,12
"65319","Spain",80,15
"65320","Spain",80,20
"65321","US",80,28
"65322","Argentina",80,8
"65323","Spain",80,15
"65324","Spain",80,17
"65325","Argentina",80,30
"65326","Italy",99,237
"65327","France",98,411
"65328","France",98,757
"65329","US",97,140
"65330","Italy",97,170
"65331","US",97,70
"65332","Argentina",97,120
"65333","France",96,260
"65334","US",96,28
"65335","US",96,125
"65336","France",96,660
"65337","France",96,110
"65338","US",95,30
"65339","France",95,110
"65340","France",95,259
"65341","Italy",90,22
"65342","US",90,20
"65343","Italy",90,30
"65344","Argentina",90,14
"65345","US",90,50
"65346","US",89,28
"65347","US",89,34
"65348","Portugal",89,10
"65349","US",89,28
"65350","US",89,25
"65351","Italy",89,34
"65352","France",89,10
"65353","Argentina",89,16
"65354","Portugal",89,20
"65355","US",89,27
"65356","Argentina",89,20
"65357","Argentina",89,50
"65358","US",89,54
"65359","US",89,30
"65360","Germany",89,39
"65361","Argentina",89,15
"65362","Germany",89,58
"65363","US",89,14
"65364","France",89,15
"65365","Portugal",89,17
"65366","US",89,26
"65367","US",89,50
"65368","US",89,22
"65369","Portugal",89,11
"65370","Spain",89,15
"65371","US",90,22
"65372","Italy",90,55
"65373","France",90,37
"65374","Germany",90,200
"65375","Germany",90,44
"65376","US",90,32
"65377","Austria",90,50
"65378","US",90,36
"65379","US",90,24
"65380","France",90,22
"65381","Austria",90,35
"65382","Italy",90,NA
"65383","US",90,25
"65384","Austria",90,48
"65385","US",90,56
"65386","Austria",90,38
"65387","Italy",90,50
"65388","Argentina",90,23
"65389","US",90,35
"65390","Austria",90,60
"65391","Italy",90,NA
"65392","Austria",90,NA
"65393","Argentina",90,30
"65394","Italy",90,535
"65395","France",90,23
"65396","Austria",90,52
"65397","Austria",90,50
"65398","France",90,NA
"65399","US",90,56
"65400","Austria",90,48
"65401","Bulgaria",84,8
"65402","Italy",84,10
"65403","Germany",84,23
"65404","Romania",84,15
"65405","Italy",84,13
"65406","Italy",84,9
"65407","Italy",84,14
"65408","Hungary",84,8
"65409","Portugal",84,10
"65410","Germany",84,12
"65411","US",84,30
"65412","Australia",84,6
"65413","Argentina",84,6
"65414","US",84,25
"65415","US",84,35
"65416","Australia",84,8
"65417","Italy",84,15
"65418","US",84,16
"65419","France",84,12
"65420","US",84,12
"65421","Australia",84,12
"65422","Italy",84,26
"65423","Romania",84,15
"65424","Brazil",84,13
"65425","Hungary",84,9
"65426","Hungary",84,7
"65427","US",84,70
"65428","Italy",84,16
"65429","Georgia",84,13
"65430","Australia",84,12
"65431","New Zealand",88,20
"65432","New Zealand",88,15
"65433","US",88,20
"65434","New Zealand",88,18
"65435","New Zealand",88,18
"65436","New Zealand",88,24
"65437","New Zealand",88,25
"65438","New Zealand",88,17
"65439","New Zealand",88,17
"65440","US",88,9
"65441","New Zealand",88,17
"65442","New Zealand",88,13
"65443","US",88,18
"65444","New Zealand",88,24
"65445","New Zealand",88,20
"65446","New Zealand",88,16
"65447","New Zealand",88,15
"65448","New Zealand",88,20
"65449","New Zealand",88,16
"65450","New Zealand",88,26
"65451","New Zealand",88,20
"65452","Spain",88,15
"65453","New Zealand",88,20
"65454","New Zealand",88,16
"65455","New Zealand",88,NA
"65456","New Zealand",88,NA
"65457","US",88,12
"65458","New Zealand",88,21
"65459","New Zealand",88,18
"65460","New Zealand",88,15
"65461","France",95,328
"65462","Austria",95,NA
"65463","US",95,125
"65464","France",95,NA
"65465","France",95,80
"65466","France",95,95
"65467","US",95,85
"65468","Italy",95,155
"65469","US",95,65
"65470","US",95,55
"65471","France",95,325
"65472","US",95,95
"65473","France",95,170
"65474","US",95,28
"65475","Argentina",95,120
"65476","US",95,60
"65477","Argentina",95,50
"65478","France",94,110
"65479","France",94,NA
"65480","US",94,29
"65481","France",94,70
"65482","France",94,NA
"65483","France",94,200
"65484","France",94,145
"65485","US",94,27
"65486","US",94,48
"65487","Australia",94,89
"65488","Argentina",94,50
"65489","US",94,50
"65490","US",94,125
"65491","Argentina",89,22
"65492","US",89,12
"65493","US",89,32
"65494","US",89,25
"65495","Portugal",89,24
"65496","US",89,64
"65497","US",89,22
"65498","Germany",89,29
"65499","US",89,20
"65500","US",89,42
"65501","US",89,20
"65502","Spain",89,45
"65503","Germany",89,24
"65504","Greece",89,20
"65505","Argentina",89,16
"65506","Argentina",89,57
"65507","Australia",89,29
"65508","US",89,28
"65509","Australia",89,25
"65510","Spain",89,48
"65511","Spain",89,48
"65512","US",89,22
"65513","US",89,25
"65514","US",89,9
"65515","Italy",89,27
"65516","US",89,45
"65517","Australia",89,32
"65518","US",89,19
"65519","Australia",89,33
"65520","Italy",89,30
"65521","US",90,20
"65522","US",90,28
"65523","Austria",90,29
"65524","Italy",90,NA
"65525","Italy",90,75
"65526","Italy",90,65
"65527","Italy",90,25
"65528","Italy",90,42
"65529","Austria",90,24
"65530","Italy",90,40
"65531","Italy",90,80
"65532","Italy",90,NA
"65533","US",90,60
"65534","US",90,18
"65535","Austria",90,47
"65536","Austria",90,25
"65537","Italy",90,45
"65538","Italy",90,60
"65539","US",90,20
"65540","US",90,32
"65541","US",90,25
"65542","Austria",90,42
"65543","Italy",90,60
"65544","Austria",90,30
"65545","Austria",90,25
"65546","US",90,70
"65547","France",90,65
"65548","US",90,36
"65549","US",90,25
"65550","Italy",90,40
"65551","US",84,9
"65552","Italy",84,8
"65553","Italy",84,15
"65554","France",84,12
"65555","US",84,9
"65556","US",84,28
"65557","US",84,8
"65558","Argentina",84,9
"65559","Germany",84,20
"65560","Portugal",84,17
"65561","Italy",84,18
"65562","France",84,10
"65563","France",84,19
"65564","US",84,17
"65565","US",83,16
"65566","Australia",83,14
"65567","Argentina",83,6
"65568","Argentina",83,15
"65569","Australia",83,7
"65570","Australia",83,10
"65571","US",83,10
"65572","Romania",83,15
"65573","US",83,25
"65574","Argentina",83,13
"65575","Argentina",83,11
"65576","US",83,9
"65577","Austria",83,19
"65578","US",83,21
"65579","Hungary",83,9
"65580","Romania",83,14
"65581","US",88,15
"65582","New Zealand",88,12
"65583","New Zealand",88,26
"65584","New Zealand",88,11
"65585","US",88,17
"65586","New Zealand",88,NA
"65587","US",88,10
"65588","US",87,16
"65589","New Zealand",87,15
"65590","New Zealand",87,17
"65591","New Zealand",87,25
"65592","US",87,9
"65593","New Zealand",87,NA
"65594","US",87,13
"65595","US",87,12
"65596","New Zealand",87,20
"65597","New Zealand",87,12
"65598","US",87,15
"65599","New Zealand",87,99
"65600","US",87,16
"65601","US",87,10
"65602","New Zealand",87,16
"65603","US",87,15
"65604","New Zealand",87,16
"65605","US",87,NA
"65606","US",87,18
"65607","US",87,20
"65608","New Zealand",87,40
"65609","US",87,16
"65610","New Zealand",87,22
"65611","US",94,35
"65612","Austria",94,NA
"65613","US",94,36
"65614","US",94,100
"65615","US",94,36
"65616","France",94,75
"65617","France",94,212
"65618","US",94,65
"65619","US",94,135
"65620","US",94,50
"65621","US",94,35
"65622","France",94,80
"65623","France",94,206
"65624","France",94,106
"65625","US",94,60
"65626","France",94,81
"65627","US",94,29
"65628","France",93,81
"65629","France",93,104
"65630","US",93,48
"65631","France",93,90
"65632","Italy",93,164
"65633","France",93,NA
"65634","US",93,25
"65635","US",93,35
"65636","Austria",93,NA
"65637","Italy",93,60
"65638","US",93,55
"65639","US",93,30
"65640","France",93,NA
"65641","Italy",89,27
"65642","Spain",89,16
"65643","Australia",89,58
"65644","Portugal",89,19
"65645","Portugal",89,25
"65646","US",89,29
"65647","Germany",89,32
"65648","US",89,36
"65649","US",89,22
"65650","US",89,28
"65651","Italy",89,44
"65652","US",89,30
"65653","US",89,35
"65654","Italy",89,30
"65655","US",89,23
"65656","Hungary",89,45
"65657","US",89,35
"65658","Argentina",89,13
"65659","Portugal",89,15
"65660","Portugal",89,11
"65661","Italy",89,NA
"65662","Israel",89,55
"65663","Argentina",89,11
"65664","US",89,30
"65665","Australia",89,35
"65666","Portugal",89,17
"65667","US",89,18
"65668","Australia",88,41
"65669","Italy",88,17
"65670","France",88,27
"65671","Austria",90,43
"65672","Italy",90,25
"65673","Italy",90,NA
"65674","France",90,NA
"65675","Germany",90,20
"65676","US",90,55
"65677","Italy",90,NA
"65678","US",90,43
"65679","US",90,25
"65680","Italy",90,35
"65681","US",90,45
"65682","US",90,35
"65683","Germany",90,20
"65684","Italy",90,34
"65685","France",89,20
"65686","US",89,32
"65687","Austria",89,20
"65688","US",89,20
"65689","France",89,22
"65690","Austria",89,59
"65691","Austria",89,30
"65692","US",89,32
"65693","Austria",89,NA
"65694","Austria",89,17
"65695","Austria",89,35
"65696","Austria",89,60
"65697","France",89,10
"65698","US",89,22
"65699","US",89,75
"65700","France",89,NA
"65701","Argentina",83,9
"65702","Argentina",83,9
"65703","France",83,16
"65704","France",83,8
"65705","Italy",83,10
"65706","Portugal",83,9
"65707","Argentina",83,9
"65708","US",83,12
"65709","US",83,18
"65710","Australia",83,9
"65711","US",83,13
"65712","Italy",83,6
"65713","Australia",83,14
"65714","Italy",83,20
"65715","France",83,13
"65716","Australia",83,7
"65717","Macedonia",83,12
"65718","US",83,12
"65719","US",83,13
"65720","Hungary",83,9
"65721","Romania",83,14
"65722","Argentina",83,9
"65723","Hungary",83,11
"65724","Italy",83,12
"65725","Austria",83,19
"65726","US",83,14
"65727","US",82,19
"65728","US",82,18
"65729","Australia",82,7
"65730","Argentina",82,21
"65731","New Zealand",87,12
"65732","New Zealand",87,20
"65733","New Zealand",87,17
"65734","US",87,12
"65735","New Zealand",87,18
"65736","New Zealand",87,25
"65737","New Zealand",87,17
"65738","New Zealand",87,25
"65739","New Zealand",87,22
"65740","New Zealand",87,NA
"65741","US",87,20
"65742","New Zealand",87,NA
"65743","New Zealand",87,13
"65744","US",87,7
"65745","New Zealand",87,19
"65746","New Zealand",87,16
"65747","New Zealand",87,35
"65748","New Zealand",87,15
"65749","New Zealand",87,NA
"65750","US",87,10
"65751","US",87,13
"65752","New Zealand",87,23
"65753","New Zealand",86,10
"65754","US",86,17
"65755","New Zealand",86,10
"65756","New Zealand",86,10
"65757","New Zealand",86,17
"65758","New Zealand",86,22
"65759","US",86,10
"65760","New Zealand",86,13
"65761","France",93,NA
"65762","US",93,18
"65763","France",93,214
"65764","Austria",93,NA
"65765","US",93,27
"65766","France",93,69
"65767","US",93,18
"65768","US",93,37
"65769","Italy",93,NA
"65770","US",93,125
"65771","US",93,42
"65772","France",93,110
"65773","France",93,81
"65774","Argentina",93,120
"65775","US",93,70
"65776","US",93,95
"65777","France",93,180
"65778","France",93,259
"65779","France",93,70
"65780","US",92,50
"65781","US",92,35
"65782","US",92,22
"65783","US",92,22
"65784","New Zealand",92,42
"65785","Austria",92,NA
"65786","US",92,22
"65787","Argentina",92,50
"65788","US",92,45
"65789","US",92,55
"65790","US",92,39
"65791","Spain",88,22
"65792","US",88,28
"65793","Spain",88,55
"65794","US",88,36
"65795","Argentina",88,25
"65796","Italy",88,17
"65797","Italy",88,30
"65798","US",88,19
"65799","Spain",88,14
"65800","Portugal",88,11
"65801","Argentina",88,15
"65802","Italy",88,32
"65803","US",88,54
"65804","US",88,20
"65805","Italy",88,24
"65806","Luxembourg",88,50
"65807","Italy",88,20
"65808","US",88,13
"65809","Italy",88,27
"65810","Portugal",88,26
"65811","US",88,15
"65812","Italy",88,19
"65813","US",88,70
"65814","US",88,20
"65815","US",88,40
"65816","US",88,27
"65817","Portugal",88,11
"65818","Portugal",88,NA
"65819","Portugal",88,13
"65820","Portugal",88,13
"65821","Austria",89,40
"65822","Italy",89,40
"65823","Argentina",89,45
"65824","Italy",89,45
"65825","Austria",89,62
"65826","Argentina",89,14
"65827","France",89,NA
"65828","Italy",89,NA
"65829","Austria",89,37
"65830","Austria",89,35
"65831","Austria",89,NA
"65832","Germany",89,65
"65833","Austria",89,30
"65834","Italy",89,60
"65835","US",89,40
"65836","Germany",89,19
"65837","Argentina",89,9
"65838","US",89,24
"65839","US",89,28
"65840","France",89,26
"65841","France",89,18
"65842","Argentina",89,20
"65843","US",89,85
"65844","Italy",89,25
"65845","US",89,25
"65846","France",89,17
"65847","Argentina",89,11
"65848","Italy",89,34
"65849","Austria",89,NA
"65850","Italy",89,NA
"65851","Australia",82,12
"65852","Germany",82,25
"65853","Argentina",82,9
"65854","Argentina",82,9
"65855","Australia",82,19
"65856","Australia",82,9
"65857","US",82,15
"65858","Portugal",82,9
"65859","Germany",82,25
"65860","Argentina",82,6
"65861","US",82,15
"65862","US",82,28
"65863","US",82,13
"65864","Hungary",82,17
"65865","Argentina",82,14
"65866","US",81,35
"65867","Argentina",81,8
"65868","Argentina",81,8
"65869","Macedonia",81,12
"65870","US",81,28
"65871","US",81,14
"65872","Germany",81,13
"65873","Moldova",81,9
"65874","Argentina",81,7
"65875","Argentina",81,13
"65876","Argentina",81,7
"65877","Georgia",81,9
"65878","US",81,10
"65879","Bulgaria",80,8
"65880","Romania",80,15
"65881","US",86,8
"65882","New Zealand",86,15
"65883","New Zealand",86,19
"65884","New Zealand",86,15
"65885","US",86,16
"65886","New Zealand",86,20
"65887","US",86,16
"65888","US",86,14
"65889","New Zealand",86,27
"65890","US",86,8
"65891","New Zealand",86,14
"65892","US",86,13
"65893","New Zealand",86,15
"65894","New Zealand",86,15
"65895","New Zealand",86,12
"65896","US",86,20
"65897","US",86,18
"65898","US",86,20
"65899","New Zealand",86,15
"65900","New Zealand",86,13
"65901","US",86,17
"65902","US",86,18
"65903","New Zealand",86,18
"65904","New Zealand",86,14
"65905","US",86,19
"65906","New Zealand",86,19
"65907","New Zealand",86,24
"65908","New Zealand",86,20
"65909","New Zealand",86,18
"65910","Spain",86,7
"65911","US",92,55
"65912","US",92,45
"65913","Italy",92,82
"65914","France",92,69
"65915","US",92,35
"65916","Italy",92,60
"65917","US",92,60
"65918","US",92,80
"65919","US",92,26
"65920","US",92,20
"65921","US",92,26
"65922","Argentina",92,55
"65923","US",92,32
"65924","US",92,48
"65925","US",92,35
"65926","France",92,70
"65927","US",92,110
"65928","US",92,38
"65929","US",92,19
"65930","US",92,48
"65931","US",92,25
"65932","France",92,110
"65933","France",92,149
"65934","Argentina",92,50
"65935","US",92,48
"65936","Argentina",92,55
"65937","France",92,89
"65938","US",92,42
"65939","Chile",92,30
"65940","France",92,NA
"65941","US",88,30
"65942","Italy",88,19
"65943","US",88,55
"65944","Spain",88,25
"65945","Italy",88,35
"65946","Italy",88,24
"65947","US",88,12
"65948","Portugal",88,13
"65949","US",88,22
"65950","Italy",88,18
"65951","Italy",88,25
"65952","Italy",88,60
"65953","Argentina",88,14
"65954","Germany",88,29
"65955","Italy",88,44
"65956","US",88,18
"65957","US",88,16
"65958","Italy",88,24
"65959","US",88,NA
"65960","Australia",88,72
"65961","US",88,16
"65962","Argentina",88,12
"65963","US",88,20
"65964","US",88,28
"65965","US",88,11
"65966","Portugal",88,30
"65967","Italy",88,16
"65968","US",88,38
"65969","Spain",88,10
"65970","US",88,14
"65971","France",89,35
"65972","Austria",89,88
"65973","Austria",89,36
"65974","France",89,NA
"65975","Austria",89,22
"65976","US",89,30
"65977","Argentina",89,20
"65978","Austria",89,24
"65979","Austria",89,36
"65980","Austria",89,16
"65981","Austria",89,66
"65982","US",89,30
"65983","France",88,NA
"65984","France",88,40
"65985","US",88,15
"65986","Italy",88,41
"65987","France",88,31
"65988","US",88,85
"65989","France",88,20
"65990","US",88,25
"65991","US",88,23
"65992","US",88,23
"65993","Austria",88,60
"65994","US",88,25
"65995","Argentina",88,23
"65996","Austria",88,30
"65997","Argentina",88,38
"65998","Italy",88,34
"65999","Italy",88,14
"66000","Italy",88,45
"66001","US",80,28
"66002","Argentina",80,8
"66003","US",80,15
"66004","Argentina",80,10
"66005","US",80,15
"66006","Romania",80,9
"66007","Hungary",80,12
"66008","Argentina",80,9
"66009","Argentina",80,8
"66010","Argentina",80,6
"66011","Argentina",80,15
"66012","US",80,16
"66013","France",97,345
"66014","France",96,360
"66015","France",95,165
"66016","France",95,115
"66017","France",95,150
"66018","US",94,48
"66019","US",94,50
"66020","France",94,120
"66021","France",94,142
"66022","France",94,47
"66023","US",94,50
"66024","US",94,35
"66025","Chile",94,65
"66026","France",94,60
"66027","France",94,85
"66028","France",94,260
"66029","Germany",94,55
"66030","France",93,35
"66031","US",86,9
"66032","New Zealand",86,25
"66033","US",86,12
"66034","New Zealand",86,12
"66035","New Zealand",86,18
"66036","New Zealand",86,17
"66037","US",86,8
"66038","New Zealand",86,18
"66039","Spain",86,12
"66040","US",86,20
"66041","New Zealand",86,35
"66042","New Zealand",86,NA
"66043","New Zealand",86,10
"66044","US",85,17
"66045","New Zealand",85,13
"66046","US",85,6
"66047","Chile",85,10
"66048","New Zealand",85,16
"66049","New Zealand",85,20
"66050","New Zealand",85,20
"66051","New Zealand",85,20
"66052","US",85,16
"66053","Italy",85,9
"66054","New Zealand",85,10
"66055","New Zealand",85,13
"66056","New Zealand",85,10
"66057","US",85,18
"66058","New Zealand",85,14
"66059","New Zealand",85,15
"66060","US",85,18
"66061","France",92,NA
"66062","France",92,NA
"66063","France",92,NA
"66064","France",92,145
"66065","France",92,NA
"66066","Argentina",92,50
"66067","US",92,65
"66068","US",92,27
"66069","US",92,32
"66070","US",92,32
"66071","US",92,24
"66072","US",92,52
"66073","Austria",92,NA
"66074","US",92,39
"66075","France",92,NA
"66076","US",92,22
"66077","Australia",91,35
"66078","US",91,25
"66079","France",91,58
"66080","US",91,28
"66081","France",91,NA
"66082","Austria",91,NA
"66083","US",91,25
"66084","US",91,40
"66085","France",91,NA
"66086","Italy",91,45
"66087","Australia",91,35
"66088","France",91,130
"66089","Chile",91,55
"66090","France",91,55
"66091","Australia",88,39
"66092","US",88,15
"66093","Italy",88,30
"66094","US",88,30
"66095","France",88,16
"66096","US",88,25
"66097","Portugal",88,10
"66098","Portugal",88,9
"66099","US",88,12
"66100","US",88,19
"66101","US",88,28
"66102","Italy",88,21
"66103","Germany",88,32
"66104","Italy",88,30
"66105","Italy",88,26
"66106","Portugal",88,15
"66107","Italy",88,NA
"66108","US",88,10
"66109","US",88,25
"66110","Portugal",88,17
"66111","US",88,34
"66112","Argentina",88,NA
"66113","US",88,49
"66114","Argentina",88,12
"66115","US",88,24
"66116","US",88,28
"66117","Argentina",88,9
"66118","Italy",88,25
"66119","Argentina",88,15
"66120","US",88,20
"66121","Italy",88,29
"66122","Argentina",88,15
"66123","Austria",88,41
"66124","Argentina",88,35
"66125","Austria",88,40
"66126","Argentina",88,23
"66127","Argentina",88,14
"66128","US",88,18
"66129","US",88,28
"66130","France",88,NA
"66131","US",88,17
"66132","Italy",88,40
"66133","Argentina",88,10
"66134","Argentina",88,11
"66135","Austria",88,24
"66136","US",88,27
"66137","Argentina",88,12
"66138","Italy",88,50
"66139","US",88,40
"66140","Austria",88,24
"66141","Italy",88,45
"66142","Italy",88,34
"66143","US",88,14
"66144","US",88,16
"66145","US",88,27
"66146","Austria",88,NA
"66147","Argentina",88,13
"66148","Italy",88,60
"66149","Italy",88,48
"66150","Italy",88,60
"66151","France",93,38
"66152","US",93,36
"66153","US",93,39
"66154","France",93,75
"66155","US",93,48
"66156","US",93,50
"66157","US",93,38
"66158","US",93,17
"66159","US",93,48
"66160","US",93,50
"66161","US",93,30
"66162","US",93,65
"66163","US",93,42
"66164","France",93,35
"66165","France",93,20
"66166","France",93,32
"66167","France",93,33
"66168","US",93,42
"66169","US",93,48
"66170","France",93,100
