"","country","points"
"59436","US",87
"59437","Italy",87
"59438","Italy",87
"59439","Italy",87
"59440","Italy",87
"59441","France",87
"59442","France",87
"59443","Italy",87
"59444","US",87
"59445","US",87
"59446","US",87
"59447","Italy",87
"59448","Italy",87
"59449","Italy",87
"59450","US",87
"59451","US",87
"59452","Italy",87
"59453","US",87
"59454","Italy",87
"59455","US",87
"59456","Italy",87
"59457","US",87
"59458","Italy",87
"59459","Italy",87
"59460","France",87
"59461","US",87
"59462","US",87
"59463","US",87
"59464","US",87
"59465","Turkey",87
"59466","US",87
"59467","Italy",87
"59468","US",87
"59469","US",87
"59470","France",87
"59471","New Zealand",87
"59472","US",87
"59473","France",87
"59474","US",87
"59475","France",87
"59476","US",87
"59477","Spain",87
"59478","Argentina",87
"59479","New Zealand",87
"59480","Spain",87
"59481","US",87
"59482","Argentina",87
"59483","Argentina",87
"59484","South Africa",87
"59485","US",87
"59486","US",87
"59487","US",87
"59488","US",87
"59489","US",87
"59490","US",87
"59491","US",85
"59492","US",85
"59493","US",85
"59494","Spain",85
"59495","Greece",85
"59496","Greece",85
"59497","Italy",85
"59498","Italy",85
"59499","Spain",85
"59500","Cyprus",85
"59501","Greece",85
"59502","Greece",85
"59503","US",85
"59504","US",85
"59505","Portugal",85
"59506","US",85
"59507","US",85
"59508","US",85
"59509","Spain",85
"59510","Germany",85
"59511","US",85
"59512","Portugal",85
"59513","US",85
"59514","Greece",84
"59515","US",84
"59516","France",84
"59517","US",84
"59518","US",84
"59519","Germany",84
"59520","France",84
"59521","Italy",88
"59522","Australia",88
"59523","France",88
"59524","France",88
"59525","Portugal",88
"59526","Chile",88
"59527","Italy",88
"59528","Australia",88
"59529","Portugal",88
"59530","Australia",88
"59531","New Zealand",88
"59532","Chile",88
"59533","New Zealand",88
"59534","Italy",88
"59535","US",88
"59536","Italy",88
"59537","US",88
"59538","South Africa",88
"59539","Italy",88
"59540","US",88
"59541","France",88
"59542","Italy",88
"59543","Australia",88
"59544","US",88
"59545","Italy",88
"59546","Italy",88
"59547","Chile",88
"59548","France",88
"59549","Italy",88
"59550","Italy",88
"59551","Spain",83
"59552","Portugal",83
"59553","US",83
"59554","Portugal",83
"59555","Australia",83
"59556","US",83
"59557","Spain",83
"59558","US",83
"59559","US",83
"59560","US",83
"59561","US",83
"59562","US",83
"59563","France",83
"59564","US",83
"59565","Spain",83
"59566","US",83
"59567","US",83
"59568","US",83
"59569","US",83
"59570","US",83
"59571","US",83
"59572","US",83
"59573","Portugal",83
"59574","France",83
"59575","US",83
"59576","US",83
"59577","US",83
"59578","US",83
"59579","US",83
"59580","Portugal",83
"59581","Australia",90
"59582","New Zealand",90
"59583","US",90
"59584","US",90
"59585","Australia",90
"59586","Australia",90
"59587","Australia",90
"59588","US",90
"59589","Portugal",90
"59590","France",90
"59591","US",90
"59592","US",90
"59593","Spain",90
"59594","Spain",90
"59595","US",90
"59596","New Zealand",90
"59597","New Zealand",90
"59598","Australia",90
"59599","New Zealand",90
"59600","Australia",90
"59601","US",90
"59602","Australia",90
"59603","Spain",90
"59604","US",90
"59605","Australia",90
"59606","Australia",90
"59607","Australia",90
"59608","US",90
"59609","US",90
"59610","Australia",90
"59611","Italy",87
"59612","US",87
"59613","US",87
"59614","Romania",87
"59615","US",87
"59616","Chile",87
"59617","Austria",87
"59618","US",87
"59619","US",87
"59620","Italy",87
"59621","US",87
"59622","Chile",87
"59623","Italy",87
"59624","Italy",87
"59625","Italy",87
"59626","Italy",87
"59627","Italy",87
"59628","Italy",87
"59629","US",87
"59630","Chile",87
"59631","US",87
"59632","Italy",87
"59633","US",87
"59634","US",87
"59635","Italy",87
"59636","US",87
"59637","US",87
"59638","Italy",87
"59639","Chile",87
"59640","US",87
"59641","France",90
"59642","US",90
"59643","France",90
"59644","US",90
"59645","Portugal",90
"59646","Spain",90
"59647","US",90
"59648","France",90
"59649","US",90
"59650","US",90
"59651","US",90
"59652","US",90
"59653","US",90
"59654","Portugal",90
"59655","US",90
"59656","Portugal",90
"59657","Italy",90
"59658","US",90
"59659","France",90
"59660","France",90
"59661","US",90
"59662","France",90
"59663","Spain",90
"59664","US",90
"59665","Italy",90
"59666","Australia",90
"59667","Argentina",90
"59668","US",90
"59669","US",90
"59670","Spain",90
"59671","Argentina",86
"59672","South Africa",86
"59673","France",86
"59674","Greece",86
"59675","South Africa",86
"59676","South Africa",86
"59677","US",86
"59678","Argentina",86
"59679","Argentina",86
"59680","South Africa",86
"59681","US",86
"59682","Greece",86
"59683","Italy",86
"59684","Italy",86
"59685","US",86
"59686","US",86
"59687","Italy",86
"59688","South Africa",86
"59689","US",86
"59690","Italy",86
"59691","South Africa",86
"59692","Argentina",86
"59693","Argentina",86
"59694","Italy",86
"59695","Italy",86
"59696","France",86
"59697","US",86
"59698","France",86
"59699","Greece",86
"59700","US",86
"59701","US",88
"59702","US",88
"59703","Chile",88
"59704","US",88
"59705","South Africa",88
"59706","US",88
"59707","US",88
"59708","France",88
"59709","US",88
"59710","Italy",88
"59711","Italy",88
"59712","New Zealand",88
"59713","Italy",88
"59714","Italy",88
"59715","Chile",88
"59716","US",88
"59717","Italy",88
"59718","Italy",88
"59719","Italy",88
"59720","US",88
"59721","Italy",88
"59722","US",88
"59723","US",88
"59724","Italy",88
"59725","Chile",88
"59726","Italy",88
"59727","Chile",88
"59728","US",88
"59729","South Africa",88
"59730","South Africa",88
"59731","US",87
"59732","Argentina",87
"59733","Australia",87
"59734","Italy",87
"59735","US",87
"59736","Italy",87
"59737","US",87
"59738","US",87
"59739","US",87
"59740","Australia",87
"59741","US",87
"59742","France",87
"59743","US",87
"59744","Argentina",87
"59745","Italy",87
"59746","US",87
"59747","New Zealand",87
"59748","Italy",87
"59749","Italy",87
"59750","US",87
"59751","US",87
"59752","Italy",87
"59753","France",87
"59754","Italy",87
"59755","US",87
"59756","US",87
"59757","US",87
"59758","Italy",87
"59759","Italy",87
"59760","Chile",87
"59761","France",87
"59762","US",87
"59763","US",87
"59764","Spain",87
"59765","Spain",87
"59766","US",87
"59767","South Africa",87
"59768","Italy",87
"59769","France",87
"59770","Argentina",87
"59771","US",87
"59772","US",87
"59773","US",87
"59774","Italy",87
"59775","US",87
"59776","Italy",87
"59777","Turkey",87
"59778","US",87
"59779","Italy",87
"59780","Italy",87
"59781","Italy",87
"59782","US",87
"59783","US",87
"59784","US",87
"59785","US",87
"59786","Spain",87
"59787","Spain",87
"59788","US",87
"59789","US",87
"59790","US",87
"59791","Portugal",84
"59792","US",84
"59793","France",84
"59794","Cyprus",84
"59795","US",84
"59796","US",84
"59797","US",84
"59798","France",84
"59799","Portugal",84
"59800","US",84
"59801","US",84
"59802","US",84
"59803","US",84
"59804","France",84
"59805","US",84
"59806","US",84
"59807","US",84
"59808","US",84
"59809","Portugal",84
"59810","US",84
"59811","US",84
"59812","Germany",84
"59813","South Africa",84
"59814","France",84
"59815","US",84
"59816","France",84
"59817","US",84
"59818","Spain",84
"59819","US",84
"59820","Portugal",84
"59821","South Africa",88
"59822","Italy",88
"59823","Australia",88
"59824","US",88
"59825","South Africa",88
"59826","Italy",88
"59827","Italy",88
"59828","Italy",88
"59829","US",88
"59830","US",88
"59831","South Africa",88
"59832","Italy",88
"59833","Australia",88
"59834","US",88
"59835","France",88
"59836","Italy",88
"59837","Italy",88
"59838","Chile",88
"59839","US",88
"59840","New Zealand",88
"59841","Italy",88
"59842","France",88
"59843","South Africa",88
"59844","US",88
"59845","US",88
"59846","Portugal",88
"59847","Chile",88
"59848","Italy",88
"59849","South Africa",88
"59850","Australia",88
"59851","Italy",90
"59852","Italy",90
"59853","US",90
"59854","US",90
"59855","US",90
"59856","US",90
"59857","Australia",90
"59858","Spain",90
"59859","Australia",90
"59860","Spain",90
"59861","Australia",90
"59862","New Zealand",90
"59863","Spain",90
"59864","New Zealand",90
"59865","US",90
"59866","Italy",90
"59867","Australia",90
"59868","France",90
"59869","France",90
"59870","France",90
"59871","France",90
"59872","US",90
"59873","France",90
"59874","France",90
"59875","Spain",90
"59876","Portugal",90
"59877","Italy",90
"59878","Australia",90
"59879","US",90
"59880","Australia",90
"59881","US",83
"59882","US",83
"59883","Italy",83
"59884","US",83
"59885","US",83
"59886","US",83
"59887","US",83
"59888","Australia",83
"59889","France",82
"59890","US",82
"59891","US",82
"59892","US",82
"59893","US",82
"59894","US",82
"59895","US",82
"59896","US",82
"59897","France",82
"59898","US",82
"59899","US",82
"59900","US",82
"59901","Spain",82
"59902","US",82
"59903","Portugal",82
"59904","US",82
"59905","US",82
"59906","US",82
"59907","US",82
"59908","Spain",82
"59909","US",82
"59910","US",82
"59911","Chile",87
"59912","Italy",87
"59913","Italy",87
"59914","US",87
"59915","Italy",87
"59916","US",87
"59917","Italy",87
"59918","Italy",87
"59919","US",87
"59920","Italy",87
"59921","Chile",87
"59922","Chile",87
"59923","US",87
"59924","Italy",87
"59925","Romania",87
"59926","Italy",87
"59927","Italy",87
"59928","Lebanon",87
"59929","Italy",87
"59930","US",87
"59931","Chile",87
"59932","US",87
"59933","Austria",87
"59934","Italy",87
"59935","Italy",87
"59936","Italy",87
"59937","US",87
"59938","US",87
"59939","US",87
"59940","US",87
"59941","Spain",90
"59942","South Africa",90
"59943","Portugal",90
"59944","US",90
"59945","US",90
"59946","Portugal",90
"59947","France",90
"59948","France",90
"59949","US",90
"59950","US",90
"59951","Spain",90
"59952","Argentina",90
"59953","US",90
"59954","US",90
"59955","US",90
"59956","Italy",90
"59957","Argentina",90
"59958","Italy",90
"59959","Italy",90
"59960","US",90
"59961","US",90
"59962","Spain",90
"59963","US",90
"59964","US",90
"59965","South Africa",90
"59966","Australia",90
"59967","US",90
"59968","US",90
"59969","US",90
"59970","Argentina",90
"59971","Italy",86
"59972","Germany",86
"59973","Greece",86
"59974","US",86
"59975","Italy",86
"59976","US",86
"59977","Italy",86
"59978","Italy",86
"59979","Italy",86
"59980","France",86
"59981","US",86
"59982","Germany",86
"59983","South Africa",86
"59984","Germany",86
"59985","US",86
"59986","US",86
"59987","South Africa",86
"59988","South Africa",86
"59989","Italy",86
"59990","Italy",86
"59991","Italy",86
"59992","Italy",86
"59993","US",86
"59994","US",86
"59995","US",86
"59996","South Africa",86
"59997","Italy",86
"59998","Italy",86
"59999","US",86
"60000","US",86
"60001","South Africa",88
"60002","US",88
"60003","South Africa",88
"60004","US",88
"60005","Italy",88
"60006","US",88
"60007","US",88
"60008","Italy",88
"60009","US",88
"60010","US",88
"60011","New Zealand",88
"60012","US",88
"60013","US",88
"60014","US",88
"60015","New Zealand",88
"60016","Australia",88
"60017","New Zealand",88
"60018","Italy",88
"60019","Australia",88
"60020","France",88
"60021","France",88
"60022","France",88
"60023","US",88
"60024","Australia",88
"60025","US",88
"60026","New Zealand",88
"60027","Australia",88
"60028","US",88
"60029","Italy",88
"60030","US",88
"60031","Italy",87
"60032","US",87
"60033","France",87
"60034","Bulgaria",87
"60035","Italy",87
"60036","Italy",87
"60037","Chile",87
"60038","Italy",87
"60039","US",87
"60040","US",87
"60041","Chile",86
"60042","France",86
"60043","US",86
"60044","Italy",86
"60045","US",86
"60046","Italy",86
"60047","Italy",86
"60048","Italy",86
"60049","US",86
"60050","Italy",86
"60051","Italy",86
"60052","Argentina",86
"60053","Italy",86
"60054","Italy",86
"60055","Chile",86
"60056","Chile",86
"60057","Australia",86
"60058","US",86
"60059","France",86
"60060","Australia",86
"60061","US",84
"60062","Portugal",84
"60063","US",84
"60064","Portugal",84
"60065","US",84
"60066","US",84
"60067","Australia",84
"60068","US",84
"60069","US",84
"60070","Greece",84
"60071","US",84
"60072","US",84
"60073","Greece",84
"60074","US",84
"60075","Spain",84
"60076","US",84
"60077","US",84
"60078","US",84
"60079","Portugal",84
"60080","US",84
"60081","US",84
"60082","US",83
"60083","Spain",83
"60084","US",83
"60085","US",83
"60086","Spain",83
"60087","Spain",83
"60088","US",83
"60089","Greece",83
"60090","France",83
"60091","US",90
"60092","US",90
"60093","US",90
"60094","Australia",90
"60095","US",90
"60096","Italy",90
"60097","Spain",90
"60098","US",90
"60099","Australia",90
"60100","Australia",90
"60101","France",90
"60102","US",90
"60103","US",90
"60104","Australia",90
"60105","US",90
"60106","US",90
"60107","Australia",90
"60108","Australia",90
"60109","France",90
"60110","US",90
"60111","US",90
"60112","Spain",90
"60113","Australia",90
"60114","Portugal",90
"60115","Australia",90
"60116","US",90
"60117","Portugal",90
"60118","Australia",90
"60119","Spain",90
"60120","Portugal",90
"60121","US",90
"60122","France",90
"60123","US",90
"60124","France",90
"60125","South Africa",90
"60126","Italy",90
"60127","Italy",90
"60128","Italy",90
"60129","Italy",90
"60130","US",90
"60131","US",90
"60132","Spain",90
"60133","Portugal",90
"60134","US",90
"60135","US",90
"60136","US",90
"60137","US",90
"60138","France",89
"60139","Spain",89
"60140","US",89
"60141","France",89
"60142","US",89
"60143","Argentina",89
"60144","Portugal",89
"60145","France",89
"60146","South Africa",89
"60147","Italy",89
"60148","US",89
"60149","Spain",89
"60150","Italy",89
"60151","Australia",88
"60152","Chile",88
"60153","US",88
"60154","US",88
"60155","France",88
"60156","US",88
"60157","Australia",88
"60158","New Zealand",88
"60159","New Zealand",88
"60160","France",88
"60161","France",88
"60162","Italy",88
"60163","Australia",88
"60164","US",88
"60165","US",88
"60166","US",88
"60167","US",88
"60168","New Zealand",88
"60169","Chile",88
"60170","US",88
"60171","Chile",88
"60172","US",88
"60173","Italy",87
"60174","France",87
"60175","US",87
"60176","Australia",87
"60177","Chile",87
"60178","US",87
"60179","US",87
"60180","US",87
"60181","Spain",84
"60182","US",84
"60183","Spain",84
"60184","Australia",84
"60185","US",84
"60186","Germany",84
"60187","US",84
"60188","South Africa",84
"60189","South Africa",84
"60190","Australia",84
"60191","US",84
"60192","South Africa",84
"60193","Australia",84
"60194","Spain",84
"60195","Spain",84
"60196","South Africa",84
"60197","Spain",84
"60198","US",84
"60199","South Africa",84
"60200","Australia",84
"60201","US",84
"60202","US",84
"60203","US",84
"60204","US",84
"60205","US",84
"60206","US",84
"60207","Spain",84
"60208","Australia",84
"60209","South Africa",84
"60210","Spain",84
"60211","US",88
"60212","France",88
"60213","France",88
"60214","France",88
"60215","US",88
"60216","France",88
"60217","Spain",88
"60218","US",88
"60219","Italy",88
"60220","Spain",88
"60221","US",88
"60222","Spain",88
"60223","US",88
"60224","US",88
"60225","US",88
"60226","France",88
"60227","France",88
"60228","France",88
"60229","France",88
"60230","US",88
"60231","US",88
"60232","France",88
"60233","France",88
"60234","France",88
"60235","France",88
"60236","France",88
"60237","Spain",88
"60238","Spain",88
"60239","US",88
"60240","Spain",88
"60241","Argentina",82
"60242","South Africa",82
"60243","South Africa",82
"60244","Uruguay",82
"60245","Australia",82
"60246","US",82
"60247","Australia",82
"60248","Australia",82
"60249","Italy",82
"60250","US",82
"60251","Australia",81
"60252","US",81
"60253","South Africa",81
"60254","Italy",81
"60255","Italy",81
"60256","US",81
"60257","South Africa",80
"60258","Uruguay",80
"60259","South Africa",80
"60260","Australia",80
"60261","Uruguay",80
"60262","Portugal",94
"60263","Portugal",94
"60264","US",94
"60265","US",94
"60266","US",93
"60267","US",93
"60268","US",93
"60269","Portugal",93
"60270","US",93
"60271","France",92
"60272","France",92
"60273","France",92
"60274","France",92
"60275","France",92
"60276","France",92
"60277","France",92
"60278","France",86
"60279","France",86
"60280","France",86
"60281","France",84
"60282","France",84
"60283","France",84
"60284","France",83
"60285","US",95
"60286","US",94
"60287","US",94
"60288","US",94
"60289","US",94
"60290","Australia",94
"60291","US",94
"60292","Hungary",94
"60293","US",94
"60294","US",94
"60295","US",93
"60296","US",93
"60297","US",93
"60298","US",93
"60299","US",93
"60300","US",93
"60301","US",87
"60302","US",87
"60303","US",87
"60304","US",87
"60305","US",87
"60306","US",87
"60307","US",87
"60308","US",87
"60309","France",87
"60310","France",87
"60311","Italy",87
"60312","France",87
"60313","US",87
"60314","Austria",87
"60315","US",87
"60316","Argentina",87
"60317","US",87
"60318","US",87
"60319","Austria",87
"60320","US",87
"60321","Argentina",87
"60322","Argentina",87
"60323","US",87
"60324","France",87
"60325","France",87
"60326","Argentina",87
"60327","US",87
"60328","US",87
"60329","US",87
"60330","Germany",87
"60331","France",87
"60332","New Zealand",87
"60333","Australia",87
"60334","US",87
"60335","France",87
"60336","New Zealand",87
"60337","France",87
"60338","France",87
"60339","US",87
"60340","Australia",87
"60341","New Zealand",87
"60342","Australia",87
"60343","US",87
"60344","US",87
"60345","France",87
"60346","Australia",87
"60347","Italy",87
"60348","Australia",87
"60349","New Zealand",87
"60350","Australia",87
"60351","New Zealand",87
"60352","Australia",87
"60353","New Zealand",87
"60354","US",87
"60355","New Zealand",87
"60356","US",87
"60357","US",87
"60358","New Zealand",87
"60359","New Zealand",87
"60360","New Zealand",87
"60361","Spain",83
"60362","US",83
"60363","US",83
"60364","Portugal",83
"60365","US",83
"60366","Spain",83
"60367","Spain",83
"60368","US",83
"60369","US",83
"60370","US",83
"60371","US",83
"60372","US",83
"60373","France",83
"60374","France",83
"60375","Spain",83
"60376","US",83
"60377","US",83
"60378","US",83
"60379","Spain",83
"60380","US",83
"60381","Spain",83
"60382","US",82
"60383","Spain",82
"60384","Portugal",82
"60385","US",82
"60386","Greece",82
"60387","US",82
"60388","Portugal",82
"60389","US",82
"60390","Spain",82
"60391","Australia",90
"60392","US",89
"60393","Spain",89
"60394","Spain",89
"60395","New Zealand",89
"60396","US",89
"60397","France",89
"60398","France",89
"60399","France",89
"60400","France",89
"60401","US",89
"60402","US",89
"60403","US",89
"60404","Australia",89
"60405","Australia",89
"60406","Spain",89
"60407","Australia",89
"60408","US",89
"60409","US",89
"60410","US",89
"60411","US",89
"60412","US",89
"60413","Italy",89
"60414","US",89
"60415","Australia",89
"60416","Australia",89
"60417","Australia",89
"60418","Australia",89
"60419","Portugal",89
"60420","US",89
"60421","Spain",89
"60422","Spain",89
"60423","US",89
"60424","Spain",89
"60425","France",89
"60426","Italy",89
"60427","Portugal",89
"60428","Spain",89
"60429","Spain",89
"60430","US",89
"60431","US",89
"60432","France",89
"60433","US",89
"60434","Argentina",89
"60435","Italy",89
"60436","Spain",89
"60437","Spain",89
"60438","US",89
"60439","US",89
"60440","France",89
"60441","US",89
"60442","Portugal",89
"60443","Italy",89
"60444","France",89
"60445","Spain",89
"60446","France",89
"60447","US",89
"60448","Italy",89
"60449","US",89
"60450","US",89
"60451","Italy",87
"60452","US",87
"60453","Italy",87
"60454","US",87
"60455","US",87
"60456","US",87
"60457","New Zealand",87
"60458","US",87
"60459","New Zealand",87
"60460","Italy",87
"60461","US",87
"60462","US",87
"60463","Chile",87
"60464","Italy",87
"60465","Italy",87
"60466","Italy",87
"60467","US",87
"60468","US",87
"60469","US",87
"60470","New Zealand",87
"60471","US",87
"60472","US",87
"60473","Italy",87
"60474","Italy",87
"60475","Italy",87
"60476","France",87
"60477","Chile",87
"60478","Chile",87
"60479","US",87
"60480","US",87
"60481","South Africa",84
"60482","US",83
"60483","US",83
"60484","US",83
"60485","US",83
"60486","France",83
"60487","US",83
"60488","France",83
"60489","US",83
"60490","US",83
"60491","US",83
"60492","US",83
"60493","Spain",83
"60494","Germany",83
"60495","Australia",83
"60496","South Africa",83
"60497","US",83
"60498","US",83
"60499","US",83
"60500","US",83
"60501","US",83
"60502","US",83
"60503","Australia",83
"60504","US",83
"60505","Spain",83
"60506","US",83
"60507","US",82
"60508","US",82
"60509","South Africa",82
"60510","Germany",82
"60511","Spain",88
"60512","Spain",88
"60513","US",88
"60514","US",88
"60515","US",88
"60516","Spain",88
"60517","US",88
"60518","US",88
"60519","Spain",88
"60520","Spain",88
"60521","Spain",88
"60522","France",88
"60523","France",88
"60524","France",88
"60525","Spain",88
"60526","Spain",88
"60527","US",88
"60528","US",88
"60529","US",88
"60530","US",87
"60531","France",87
"60532","France",87
"60533","Italy",87
"60534","Italy",87
"60535","France",87
"60536","Spain",87
"60537","US",87
"60538","Spain",87
"60539","Spain",87
"60540","US",87
"60541","New Zealand",87
"60542","New Zealand",87
"60543","New Zealand",87
"60544","US",87
"60545","Australia",87
"60546","Australia",87
"60547","New Zealand",87
"60548","US",87
"60549","US",87
"60550","France",87
"60551","New Zealand",87
"60552","New Zealand",87
"60553","New Zealand",87
"60554","New Zealand",87
"60555","New Zealand",87
"60556","New Zealand",87
"60557","US",87
"60558","New Zealand",87
"60559","US",87
"60560","US",86
"60561","New Zealand",86
"60562","US",86
"60563","US",86
"60564","US",86
"60565","US",86
"60566","Australia",86
"60567","New Zealand",86
"60568","New Zealand",86
"60569","US",86
"60570","New Zealand",86
"60571","Australia",93
"60572","Australia",93
"60573","US",93
"60574","US",93
"60575","US",93
"60576","Italy",93
"60577","Italy",93
"60578","Hungary",93
"60579","France",92
"60580","Italy",92
"60581","Italy",92
"60582","Argentina",92
"60583","US",92
"60584","France",92
"60585","US",92
"60586","Portugal",92
"60587","Portugal",92
"60588","France",92
"60589","US",92
"60590","US",92
"60591","France",92
"60592","France",92
"60593","Italy",92
"60594","US",92
"60595","US",92
"60596","US",92
"60597","Italy",92
"60598","Italy",92
"60599","US",92
"60600","Hungary",92
"60601","US",87
"60602","Argentina",87
"60603","Austria",86
"60604","Argentina",86
"60605","Argentina",86
"60606","US",86
"60607","US",86
"60608","Germany",86
"60609","US",86
"60610","Argentina",86
"60611","US",86
"60612","US",86
"60613","US",86
"60614","US",86
"60615","US",86
"60616","US",86
"60617","US",86
"60618","US",86
"60619","Argentina",86
"60620","US",86
"60621","US",86
"60622","US",86
"60623","France",86
"60624","US",86
"60625","US",86
"60626","US",86
"60627","US",86
"60628","US",86
"60629","US",86
"60630","US",86
"60631","US",82
"60632","Spain",82
"60633","US",82
"60634","US",82
"60635","US",82
"60636","US",82
"60637","US",82
"60638","Spain",82
"60639","US",82
"60640","US",82
"60641","Spain",82
"60642","US",82
"60643","France",82
"60644","Spain",82
"60645","Spain",82
"60646","US",82
"60647","US",81
"60648","US",81
"60649","US",81
"60650","US",81
"60651","Spain",81
"60652","US",81
"60653","Spain",81
"60654","US",81
"60655","Spain",81
"60656","US",81
"60657","France",81
"60658","Spain",81
"60659","US",80
"60660","US",80
"60661","US",89
"60662","Portugal",89
"60663","Italy",89
"60664","Australia",89
"60665","US",89
"60666","Italy",89
"60667","Italy",89
"60668","US",89
"60669","Australia",89
"60670","US",89
"60671","US",89
"60672","Australia",89
"60673","Australia",89
"60674","Italy",89
"60675","Australia",89
"60676","Spain",89
"60677","Italy",89
"60678","New Zealand",89
"60679","New Zealand",89
"60680","Australia",89
"60681","France",89
"60682","Italy",89
"60683","Italy",89
"60684","Australia",89
"60685","US",89
"60686","US",89
"60687","US",89
"60688","Australia",89
"60689","US",89
"60690","Australia",89
"60691","France",89
"60692","US",89
"60693","Spain",89
"60694","US",89
"60695","South Africa",89
"60696","Spain",89
"60697","France",89
"60698","France",89
"60699","US",89
"60700","US",89
"60701","US",89
"60702","Portugal",89
"60703","Portugal",89
"60704","France",89
"60705","Greece",89
"60706","Spain",89
"60707","Spain",89
"60708","US",89
"60709","Greece",89
"60710","Greece",89
"60711","Italy",89
"60712","Spain",89
"60713","Italy",89
"60714","France",89
"60715","Greece",89
"60716","Argentina",89
"60717","Argentina",89
"60718","Italy",89
"60719","France",89
"60720","US",89
"60721","Italy",87
"60722","Chile",87
"60723","Chile",87
"60724","US",87
"60725","US",87
"60726","US",87
"60727","Italy",87
"60728","US",87
"60729","US",87
"60730","Italy",87
"60731","Italy",87
"60732","Australia",87
"60733","US",87
"60734","Italy",87
"60735","Italy",87
"60736","Chile",87
"60737","US",87
"60738","US",87
"60739","US",87
"60740","Italy",87
"60741","Chile",87
"60742","US",87
"60743","US",87
"60744","US",87
"60745","Italy",87
"60746","Italy",87
"60747","US",87
"60748","US",87
"60749","Italy",87
"60750","US",87
"60751","Spain",82
"60752","US",82
"60753","Australia",82
"60754","US",82
"60755","US",82
"60756","US",82
"60757","US",82
"60758","US",82
"60759","US",82
"60760","US",82
"60761","US",82
"60762","US",82
"60763","Australia",82
"60764","US",82
"60765","US",82
"60766","Australia",82
"60767","US",82
"60768","US",82
"60769","Germany",81
"60770","Spain",81
"60771","US",81
"60772","Spain",81
"60773","Spain",80
"60774","US",80
"60775","France",85
"60776","Spain",92
"60777","Spain",90
"60778","Spain",88
"60779","New Zealand",88
"60780","US",98
"60781","New Zealand",86
"60782","US",86
"60783","US",86
"60784","New Zealand",86
"60785","Australia",86
"60786","US",86
"60787","US",86
"60788","New Zealand",86
"60789","US",86
"60790","Australia",86
"60791","France",86
"60792","Australia",86
"60793","New Zealand",86
"60794","Australia",86
"60795","Australia",86
"60796","US",86
"60797","Australia",86
"60798","Australia",86
"60799","Australia",86
"60800","Australia",86
"60801","Australia",86
"60802","New Zealand",86
"60803","Australia",86
"60804","US",86
"60805","Australia",86
"60806","US",86
"60807","New Zealand",86
"60808","US",86
"60809","US",86
"60810","New Zealand",86
"60811","US",86
"60812","US",86
"60813","Argentina",86
"60814","US",86
"60815","US",86
"60816","US",86
"60817","US",86
"60818","Germany",86
"60819","Argentina",86
"60820","US",86
"60821","US",86
"60822","US",86
"60823","US",86
"60824","US",86
"60825","Argentina",86
"60826","Argentina",86
"60827","Argentina",86
"60828","US",86
"60829","US",86
"60830","US",86
"60831","US",86
"60832","Argentina",86
"60833","Argentina",86
"60834","US",86
"60835","US",86
"60836","US",86
"60837","US",86
"60838","Argentina",86
"60839","US",86
"60840","US",86
"60841","France",92
"60842","France",92
"60843","France",92
"60844","France",92
"60845","France",92
"60846","US",92
"60847","US",92
"60848","France",92
"60849","France",92
"60850","France",92
"60851","France",92
"60852","France",92
"60853","France",92
"60854","Australia",92
"60855","France",91
"60856","France",91
"60857","France",91
"60858","France",91
"60859","US",91
"60860","France",91
"60861","Italy",91
"60862","Italy",91
"60863","US",91
"60864","France",91
"60865","US",91
"60866","US",91
"60867","US",91
"60868","Argentina",91
"60869","Hungary",91
"60870","US",91
"60871","France",87
"60872","France",87
"60873","US",87
"60874","France",87
"60875","US",87
"60876","France",87
"60877","France",87
"60878","US",87
"60879","US",87
"60880","France",87
"60881","US",87
"60882","Italy",87
"60883","Spain",87
"60884","Italy",87
"60885","US",87
"60886","US",87
"60887","US",87
"60888","US",87
"60889","US",87
"60890","France",87
"60891","France",87
"60892","France",87
"60893","France",87
"60894","France",87
"60895","US",87
"60896","France",87
"60897","US",87
"60898","US",87
"60899","France",87
"60900","Spain",87
"60901","US",80
"60902","US",80
"60903","US",80
"60904","US",80
"60905","US",80
"60906","Spain",80
"60907","France",98
"60908","France",97
"60909","US",96
"60910","France",96
"60911","US",96
"60912","US",96
"60913","US",96
"60914","France",96
"60915","US",96
"60916","US",96
"60917","US",96
"60918","France",95
"60919","France",95
"60920","France",95
"60921","France",95
"60922","US",95
"60923","France",95
"60924","US",95
"60925","France",95
"60926","France",95
"60927","France",95
"60928","US",95
"60929","France",95
"60930","France",95
"60931","New Zealand",89
"60932","Portugal",89
"60933","US",89
"60934","Australia",89
"60935","US",89
"60936","Australia",89
"60937","Spain",89
"60938","Australia",89
"60939","Australia",89
"60940","US",89
"60941","Australia",89
"60942","US",89
"60943","US",89
"60944","US",89
"60945","Portugal",89
"60946","US",89
"60947","US",89
"60948","Spain",89
"60949","Portugal",89
"60950","Australia",89
"60951","US",89
"60952","US",89
"60953","France",89
"60954","US",89
"60955","US",89
"60956","New Zealand",89
"60957","Spain",89
"60958","Australia",89
"60959","Italy",89
"60960","US",89
"60961","US",84
"60962","Chile",84
"60963","Italy",84
"60964","Italy",84
"60965","US",84
"60966","Chile",84
"60967","Chile",84
"60968","Chile",84
"60969","Italy",84
"60970","Italy",84
"60971","Italy",84
"60972","Italy",84
"60973","US",84
"60974","Chile",84
